dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR003_sl1000_mr1_nv10_18,1.0,0.455,0.625,0.792,0.576,0.667,0.727,0.727,0.727,0.828,0.727,0.774,0.846,0.667,0.746
SEIR015_sl250_mr025_nv10_19,0.389,0.189,0.255,1.0,0.378,0.549,0.535,0.622,0.575,0.6,0.486,0.537,1.0,0.459,0.63
SIR01_sl250_mr15_nv10_5,0.714,0.556,0.625,1.0,0.556,0.714,0.8,0.889,0.842,0.8,0.889,0.842,0.857,0.667,0.75
SEIR015_sl250_mr025_nv10_13,0.909,0.625,0.741,1.0,0.625,0.769,0.647,0.688,0.667,0.688,0.688,0.688,1.0,0.688,0.815
SEIR015_sl500_mr025_nv10_8,0.533,0.358,0.429,1.0,0.522,0.686,0.651,0.806,0.72,0.739,0.761,0.75,0.98,0.731,0.838
SEIR01_sl1000_mr025_nv20_17,0.905,0.76,0.826,0.955,0.84,0.894,0.84,0.84,0.84,0.833,0.8,0.816,0.96,0.96,0.96
SIR003_sl1000_mr05_nv20_10,1.0,0.731,0.844,0.857,0.808,0.832,0.827,0.827,0.827,0.933,0.808,0.866,0.952,0.769,0.851
SIR01_sl1000_mr075_nv10_15,1.0,0.667,0.8,1.0,0.5,0.667,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.667,0.8
SIR01_sl1000_mr15_nv10_15,0.818,0.237,0.367,0.677,0.553,0.609,0.538,0.553,0.545,0.68,0.447,0.54,0.769,0.526,0.625
SEIR015_sl1000_mr05_nv10_7,0.615,0.615,0.615,0.875,0.538,0.667,0.476,0.769,0.588,0.562,0.692,0.621,0.909,0.769,0.833
SEIR015_sl1000_mr025_nv20_5,0.95,0.487,0.644,1.0,0.974,0.987,0.897,0.897,0.897,0.946,0.897,0.921,0.971,0.872,0.919
SIR01_sl1000_mr075_nv10_5,0.95,0.594,0.731,0.893,0.781,0.833,0.727,0.75,0.738,0.92,0.719,0.807,0.923,0.75,0.828
SIR003_sl250_mr05_nv10_1,0.68,0.531,0.596,0.762,0.5,0.604,0.556,0.625,0.588,0.559,0.594,0.576,0.704,0.594,0.644
SIR003_sl250_mr05_nv10_3,0.875,0.636,0.737,0.875,0.636,0.737,0.818,0.818,0.818,0.85,0.773,0.81,0.9,0.818,0.857
SIR003_sl1000_mr05_nv20_20,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_10,0.5,0.091,0.154,0.8,0.364,0.5,0.909,0.909,0.909,0.909,0.909,0.909,0.778,0.636,0.7
SIR003_sl250_mr05_nv10_12,0.75,0.462,0.571,0.857,0.462,0.6,0.571,0.615,0.593,0.583,0.538,0.56,0.875,0.538,0.667
SIR01_sl250_mr15_nv10_8,0.667,0.222,0.333,0.8,0.444,0.571,0.556,0.556,0.556,0.667,0.444,0.533,1.0,0.556,0.714
SEIR01_sl1000_mr025_nv5_15,0.786,0.407,0.537,0.846,0.815,0.83,0.714,0.741,0.727,0.75,0.667,0.706,0.818,0.667,0.735
SIR003_sl1000_mr025_nv10_1,0.9,0.643,0.75,0.769,0.714,0.741,0.714,0.714,0.714,0.769,0.714,0.741,0.769,0.714,0.741
SEIR015_sl1000_mr05_nv10_3,0.884,0.679,0.768,0.978,0.786,0.871,0.814,0.857,0.835,0.882,0.804,0.841,0.98,0.857,0.914
SIR01_sl1000_mr15_nv20_11,0.936,0.746,0.83,0.887,0.797,0.839,0.817,0.831,0.824,0.873,0.814,0.842,0.9,0.763,0.826
SEIR01_sl500_mr025_nv10_1,0.625,0.5,0.556,1.0,0.5,0.667,0.455,0.5,0.476,0.455,0.5,0.476,0.857,0.6,0.706
SEIR015_sl1000_mr025_nv5_16,1.0,0.308,0.471,1.0,0.846,0.917,0.769,0.769,0.769,1.0,0.731,0.844,1.0,0.692,0.818
SEIR015_sl1000_mr025_nv20_17,0.9,0.482,0.628,1.0,0.875,0.933,0.847,0.893,0.87,0.855,0.839,0.847,1.0,0.821,0.902
SIR01_sl1000_mr3_nv10_10,1.0,0.667,0.8,0.875,0.778,0.824,1.0,1.0,1.0,1.0,0.778,0.875,0.875,0.778,0.824
SEIR015_sl500_mr025_nv10_14,1.0,0.778,0.875,1.0,0.111,0.2,0.8,0.889,0.842,0.8,0.889,0.842,0.875,0.778,0.824
SEIR01_sl1000_mr025_nv5_7,1.0,0.8,0.889,1.0,0.8,0.889,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.947
SEIR01_sl1000_mr05_nv10_19,1.0,0.429,0.6,1.0,0.571,0.727,0.5,0.571,0.533,0.667,0.571,0.615,1.0,0.571,0.727
SIR003_sl1000_mr1_nv10_3,0.933,0.609,0.737,0.9,0.783,0.837,0.739,0.739,0.739,0.8,0.696,0.744,0.905,0.826,0.864
SEIR015_sl250_mr025_nv10_15,0.756,0.694,0.723,0.958,0.469,0.63,0.755,0.816,0.784,0.76,0.776,0.768,0.914,0.653,0.762
SEIR01_sl500_mr025_nv10_20,0.824,0.438,0.571,0.833,0.781,0.806,0.719,0.719,0.719,0.815,0.688,0.746,0.923,0.75,0.828
SIR01_sl1000_mr15_nv10_17,1.0,0.55,0.71,1.0,0.8,0.889,0.9,0.9,0.9,0.941,0.8,0.865,1.0,0.8,0.889
SEIR01_sl1000_mr025_nv20_20,0.818,0.581,0.679,0.931,0.871,0.9,0.812,0.839,0.825,0.897,0.839,0.867,0,0,0
SEIR015_sl250_mr025_nv10_17,0.6,0.25,0.353,1.0,0.083,0.154,0.692,0.75,0.72,0.455,0.417,0.435,1.0,0.25,0.4
SEIR01_sl1000_mr025_nv5_9,1.0,0.333,0.5,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.857,0.667,0.75
SEIR01_sl1000_mr025_nv10_8,0.947,0.667,0.783,0.833,0.741,0.784,0.815,0.815,0.815,0.88,0.815,0.846,0.815,0.815,0.815
SIR01_sl1000_mr15_nv20_16,1.0,0.81,0.895,0.933,0.667,0.778,0.905,0.905,0.905,0.947,0.857,0.9,0.941,0.762,0.842
SEIR015_sl1000_mr0125_nv10_1,0.906,0.397,0.552,1.0,0.904,0.95,0.789,0.822,0.805,0.921,0.795,0.853,1.0,0.767,0.868
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.909,0.667,0.769,0.75,0.8,0.774,0.75,0.8,0.774,0.857,0.8,0.828
SEIR015_sl1000_mr025_nv10_16,0.625,0.714,0.667,1.0,0.571,0.727,0.688,0.786,0.733,0.688,0.786,0.733,1.0,0.714,0.833
SIR003_sl250_mr05_nv10_20,0.615,0.39,0.478,0.889,0.39,0.542,0.565,0.634,0.598,0.59,0.561,0.575,0.87,0.488,0.625
SEIR015_sl1000_mr025_nv10_11,0.833,0.446,0.581,1.0,0.821,0.902,0.741,0.768,0.754,0.884,0.679,0.768,1.0,0.804,0.891
SIR003_sl1000_mr05_nv20_6,0.9,0.643,0.75,0.846,0.786,0.815,0.714,0.714,0.714,0.9,0.643,0.75,0.846,0.786,0.815
SIR003_sl1000_mr05_nv10_18,0.933,0.609,0.737,0.938,0.652,0.769,0.739,0.739,0.739,0.85,0.739,0.791,0.85,0.739,0.791
SEIR015_sl1000_mr05_nv10_4,0.474,0.281,0.353,1.0,0.625,0.769,0.6,0.656,0.627,0.618,0.656,0.636,0.964,0.844,0.9
SIR01_sl1000_mr15_nv20_8,0.971,0.688,0.805,0.974,0.792,0.874,0.771,0.771,0.771,0.9,0.75,0.818,0.974,0.792,0.874
SIR01_sl1000_mr3_nv10_20,1.0,0.417,0.588,0.727,0.667,0.696,0.833,0.833,0.833,0.8,0.667,0.727,0.7,0.583,0.636
SIR01_sl1000_mr15_nv20_18,1.0,0.833,0.909,0.958,0.767,0.852,0.933,0.933,0.933,0.963,0.867,0.912,0.962,0.833,0.893
SIR003_sl1000_mr025_nv10_20,0.75,0.333,0.462,0.857,0.667,0.75,0.778,0.778,0.778,0.75,0.667,0.706,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_3,0.867,0.481,0.619,0.929,0.481,0.634,0.63,0.63,0.63,0.875,0.519,0.651,0.917,0.407,0.564
SEIR01_sl1000_mr025_nv10_1,0.941,0.571,0.711,1.0,0.821,0.902,0.897,0.929,0.912,0.889,0.857,0.873,0.963,0.929,0.945
SEIR01_sl1000_mr0125_nv10_7,0.968,0.769,0.857,1.0,0.872,0.932,0.897,0.897,0.897,0.946,0.897,0.921,1.0,0.872,0.932
SIR01_sl1000_mr15_nv5_1,0.929,0.464,0.619,0.75,0.536,0.625,0.607,0.607,0.607,0.773,0.607,0.68,0.938,0.536,0.682
SIR01_sl1000_mr075_nv10_3,1.0,0.364,0.533,0.545,0.545,0.545,0.545,0.545,0.545,0.625,0.455,0.526,0.833,0.455,0.588
SEIR01_sl1000_mr025_nv5_2,0.625,0.312,0.417,0.929,0.812,0.867,0.588,0.625,0.606,0.769,0.625,0.69,0.929,0.812,0.867
SIR01_sl1000_mr15_nv20_13,1.0,0.667,0.8,1.0,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr1_nv10_16,0.769,0.5,0.606,0.833,0.5,0.625,0.524,0.55,0.537,0.769,0.5,0.606,0.833,0.5,0.625
SEIR01_sl1000_mr025_nv10_20,0.769,0.588,0.667,0.875,0.824,0.848,0.765,0.765,0.765,0.824,0.824,0.824,0.812,0.765,0.788
SIR003_sl1000_mr025_nv10_4,1.0,0.484,0.652,0.75,0.677,0.712,0.742,0.742,0.742,0.87,0.645,0.741,0.909,0.645,0.755
SEIR015_sl1000_mr025_nv5_15,0.771,0.415,0.54,0.857,0.738,0.793,0.706,0.738,0.722,0.719,0.631,0.672,0.941,0.738,0.828
SIR003_sl500_mr05_nv10_5,1.0,0.8,0.889,1.0,0.6,0.75,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.6,0.75
SEIR01_sl1000_mr05_nv10_6,0.846,0.55,0.667,0.973,0.9,0.935,0.85,0.85,0.85,0.889,0.8,0.842,0.946,0.875,0.909
SEIR01_sl250_mr025_nv10_19,0.875,0.583,0.7,1.0,0.583,0.737,0.714,0.833,0.769,0.714,0.833,0.769,0.9,0.75,0.818
SEIR015_sl500_mr025_nv10_19,0.778,0.7,0.737,1.0,0.5,0.667,0.727,0.8,0.762,0.727,0.8,0.762,1.0,0.9,0.947
SEIR015_sl1000_mr025_nv5_20,0.714,0.244,0.364,1.0,0.659,0.794,0.674,0.707,0.69,0.697,0.561,0.622,1.0,0.439,0.61
SIR01_sl1000_mr075_nv10_14,1.0,0.571,0.727,0.8,0.571,0.667,0.571,0.571,0.571,0.571,0.571,0.571,0.833,0.714,0.769
SIR003_sl1000_mr05_nv20_2,0.897,0.531,0.667,0.85,0.694,0.764,0.7,0.714,0.707,0.805,0.673,0.733,0.892,0.673,0.767
SIR01_sl500_mr15_nv10_3,0.833,0.526,0.645,0.875,0.737,0.8,0.75,0.789,0.769,0.75,0.789,0.769,0.933,0.737,0.824
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.667,0.667,0.667
SEIR015_sl250_mr025_nv10_7,0.5,0.5,0.5,1.0,0.375,0.545,0.333,0.375,0.353,0.333,0.375,0.353,0.833,0.625,0.714
SIR003_sl1000_mr1_nv10_17,0.895,0.531,0.667,0.952,0.625,0.755,0.75,0.75,0.75,0.75,0.75,0.75,0.955,0.656,0.778
SEIR01_sl500_mr025_nv10_14,1.0,0.833,0.909,1.0,0.5,0.667,0.714,0.833,0.769,0.714,0.833,0.769,0.8,0.667,0.727
SIR003_sl1000_mr1_nv10_9,1.0,0.667,0.8,1.0,0.556,0.714,0.889,0.889,0.889,0.667,0.667,0.667,1.0,0.556,0.714
SEIR01_sl1000_mr025_nv10_6,1.0,0.571,0.727,1.0,0.571,0.727,0.714,0.714,0.714,0.714,0.714,0.714,0.833,0.714,0.769
SIR003_sl1000_mr1_nv10_8,0.955,0.6,0.737,0.7,0.6,0.646,0.714,0.714,0.714,0.926,0.714,0.806,0.846,0.629,0.721
SEIR01_sl1000_mr025_nv20_3,0.833,0.714,0.769,0.938,0.714,0.811,0.864,0.905,0.884,0.864,0.905,0.884,0.952,0.952,0.952
SEIR015_sl1000_mr0125_nv10_9,0.5,0.238,0.323,1.0,0.524,0.688,0.391,0.429,0.409,0.5,0.429,0.462,0.786,0.524,0.629
SIR003_sl250_mr05_nv10_6,0.783,0.545,0.643,0.9,0.545,0.679,0.735,0.758,0.746,0.733,0.667,0.698,0.826,0.576,0.679
SEIR015_sl1000_mr025_nv20_3,0.791,0.515,0.624,1.0,0.712,0.832,0.544,0.652,0.593,0.667,0.606,0.635,1.0,0.682,0.811
SEIR01_sl1000_mr025_nv5_5,0.944,0.333,0.493,0.812,0.765,0.788,0.611,0.647,0.629,0.821,0.627,0.711,0.933,0.549,0.691
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,1.0,0.7,0.824,0.9,0.9,0.9,0.889,0.8,0.842,1.0,0.7,0.824
SEIR01_sl250_mr025_nv10_18,0.786,0.688,0.733,1.0,0.531,0.694,0.694,0.781,0.735,0.75,0.656,0.7,1.0,0.844,0.915
SIR01_sl250_mr15_nv10_10,0.622,0.5,0.554,0.923,0.429,0.585,0.469,0.536,0.5,0.577,0.536,0.556,0.935,0.518,0.667
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_4,1.0,0.621,0.766,0.84,0.724,0.778,0.724,0.724,0.724,0.8,0.69,0.741,0.957,0.759,0.846
SIR003_sl500_mr05_nv10_9,1.0,0.429,0.6,1.0,0.429,0.6,0.857,0.857,0.857,0.857,0.857,0.857,1.0,0.714,0.833
SIR003_sl250_mr05_nv10_13,0.0,0.0,0,1.0,0.143,0.25,0.125,0.143,0.133,0.2,0.143,0.167,0,0,0
SEIR015_sl250_mr025_nv10_1,0.478,0.647,0.55,0.8,0.235,0.364,0.538,0.824,0.651,0.538,0.824,0.651,0.929,0.765,0.839
SIR003_sl1000_mr025_nv10_8,1.0,0.667,0.8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.923,0.8,0.857
SIR003_sl1000_mr1_nv10_12,0.923,0.444,0.6,0.706,0.444,0.545,0.552,0.593,0.571,0.682,0.556,0.612,0.789,0.556,0.652
SIR003_sl1000_mr05_nv10_9,1.0,0.367,0.537,0.7,0.467,0.56,0.533,0.533,0.533,0.824,0.467,0.596,0.737,0.467,0.571
SEIR01_sl1000_mr025_nv20_15,0.882,0.652,0.75,1.0,0.957,0.978,0.913,0.913,0.913,0.955,0.913,0.933,0.955,0.913,0.933
SIR01_sl1000_mr075_nv10_4,0.9,0.474,0.621,0.897,0.684,0.776,0.795,0.816,0.805,0.784,0.763,0.773,0.919,0.895,0.907
SIR003_sl1000_mr05_nv20_5,0.882,0.625,0.732,0.889,0.667,0.762,0.667,0.667,0.667,0.842,0.667,0.744,0.889,0.667,0.762
SIR01_sl1000_mr075_nv10_2,1.0,0.545,0.706,1.0,0.455,0.625,0.545,0.545,0.545,0.857,0.545,0.667,0.875,0.636,0.737
SEIR015_sl1000_mr05_nv10_18,0.76,0.463,0.576,0.962,0.61,0.746,0.778,0.854,0.814,0.786,0.805,0.795,1.0,0.756,0.861
SIR01_sl1000_mr15_nv5_7,1.0,0.5,0.667,1.0,0.375,0.545,0.375,0.375,0.375,1.0,0.375,0.545,1.0,0.375,0.545
SIR01_sl1000_mr075_nv10_13,1.0,0.286,0.444,0.6,0.429,0.5,0.643,0.643,0.643,0.778,0.5,0.609,1.0,0.429,0.6
SEIR015_sl1000_mr0125_nv10_6,0.857,0.343,0.49,1.0,0.8,0.889,0.784,0.829,0.806,0.893,0.714,0.794,0.964,0.771,0.857
SEIR015_sl1000_mr0125_nv10_20,0.929,0.634,0.754,1.0,0.829,0.907,0.814,0.854,0.833,0.939,0.756,0.838,0.972,0.854,0.909
SIR01_sl1000_mr075_nv10_6,1.0,0.25,0.4,0.667,0.25,0.364,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.6,0.667
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,1.0,0.556,0.714,0.667,0.667,0.667,0.857,0.667,0.75,0.875,0.778,0.824
SIR003_sl1000_mr05_nv5_10,1.0,0.512,0.677,0.844,0.659,0.74,0.805,0.805,0.805,0.886,0.756,0.816,0.9,0.659,0.761
SEIR01_sl1000_mr05_nv10_15,0.917,0.688,0.786,0.923,0.75,0.828,0.875,0.875,0.875,0.867,0.812,0.839,0.938,0.938,0.938
SEIR01_sl1000_mr025_nv10_4,0.892,0.635,0.742,0.98,0.923,0.95,0.868,0.885,0.876,0.93,0.769,0.842,0.978,0.865,0.918
SIR01_sl1000_mr3_nv10_18,1.0,0.583,0.737,0.9,0.75,0.818,0.792,0.792,0.792,0.818,0.75,0.783,1.0,0.708,0.829
SEIR01_sl1000_mr025_nv20_16,0.571,0.571,0.571,1.0,0.286,0.444,0.556,0.714,0.625,0.556,0.714,0.625,1.0,1.0,1.0
SIR01_sl250_mr15_nv10_11,0.688,0.458,0.55,0.917,0.458,0.611,0.462,0.5,0.48,0.522,0.5,0.511,0.722,0.542,0.619
SEIR01_sl250_mr025_nv10_7,0.733,0.786,0.759,0.857,0.429,0.571,0.706,0.857,0.774,0.706,0.857,0.774,0.923,0.857,0.889
SEIR015_sl1000_mr025_nv10_15,0.5,0.276,0.356,1.0,0.638,0.779,0.414,0.5,0.453,0.54,0.466,0.5,0.929,0.448,0.605
SEIR01_sl500_mr025_nv10_8,0.812,0.812,0.812,1.0,0.5,0.667,0.737,0.875,0.8,0.737,0.875,0.8,0.889,1.0,0.941
SEIR01_sl1000_mr0125_nv10_16,0.667,0.286,0.4,0.8,0.571,0.667,0.714,0.714,0.714,0.714,0.714,0.714,0.833,0.714,0.769
SEIR015_sl1000_mr0125_nv10_11,0.833,0.385,0.526,1.0,0.692,0.818,0.692,0.692,0.692,0.818,0.692,0.75,1.0,0.769,0.87
SEIR01_sl1000_mr0125_nv10_1,0.846,0.611,0.71,1.0,0.778,0.875,0.684,0.722,0.703,0.765,0.722,0.743,1.0,0.833,0.909
SIR003_sl1000_mr1_nv10_1,1.0,0.471,0.64,0.812,0.765,0.788,0.706,0.706,0.706,0.786,0.647,0.71,0.867,0.765,0.812
SIR003_sl500_mr05_nv10_15,1.0,0.737,0.848,0.929,0.684,0.788,0.842,0.842,0.842,0.889,0.842,0.865,1.0,0.684,0.813
SEIR01_sl250_mr025_nv10_6,0.526,0.455,0.488,0.818,0.409,0.545,0.5,0.636,0.56,0.577,0.682,0.625,0.789,0.682,0.732
SEIR01_sl250_mr025_nv10_3,0.654,0.63,0.642,1.0,0.778,0.875,0.667,0.815,0.733,0.667,0.815,0.733,0.885,0.852,0.868
SEIR01_sl1000_mr025_nv5_1,0.923,0.585,0.716,0.919,0.829,0.872,0.756,0.756,0.756,0.824,0.683,0.747,0.943,0.805,0.868
SEIR015_sl1000_mr05_nv10_17,0.653,0.464,0.542,1.0,0.754,0.86,0.675,0.783,0.725,0.8,0.754,0.776,1.0,0.812,0.896
SIR003_sl250_mr05_nv10_17,0.714,0.556,0.625,0.786,0.489,0.603,0.625,0.667,0.645,0.643,0.6,0.621,0.909,0.667,0.769
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.812,0.684,0.743,0.737,0.737,0.737,0.867,0.684,0.765,0.824,0.737,0.778
SEIR01_sl250_mr025_nv10_13,0.5,0.333,0.4,0.5,0.167,0.25,0.571,0.667,0.615,0.5,0.5,0.5,0.6,0.5,0.545
SEIR015_sl1000_mr05_nv10_13,0.949,0.607,0.74,0.981,0.852,0.912,0.951,0.951,0.951,0.942,0.803,0.867,0.98,0.803,0.883
SEIR015_sl1000_mr025_nv5_6,0.545,0.194,0.286,1.0,0.597,0.747,0.551,0.613,0.58,0.688,0.532,0.6,0.931,0.435,0.593
SIR01_sl1000_mr3_nv10_6,0.893,0.463,0.61,0.587,0.5,0.54,0.556,0.556,0.556,0.698,0.556,0.619,0.848,0.519,0.644
SEIR01_sl250_mr025_nv10_15,0.6,0.857,0.706,1.0,0.286,0.444,0.7,1.0,0.824,0.6,0.857,0.706,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_8,1.0,0.65,0.788,1.0,0.7,0.824,1.0,1.0,1.0,1.0,0.8,0.889,1.0,0.75,0.857
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,0,0,0,0.8,0.889,0.842,0.8,0.889,0.842,1.0,0.889,0.941
SEIR015_sl1000_mr025_nv10_13,0.286,0.2,0.235,1.0,0.1,0.182,0.333,0.4,0.364,0.5,0.4,0.444,1.0,0.3,0.462
SEIR015_sl1000_mr0125_nv10_4,1.0,0.6,0.75,1.0,0.7,0.824,0.8,0.8,0.8,1.0,0.8,0.889,1.0,0.8,0.889
SIR01_sl250_mr15_nv10_13,0.667,0.308,0.421,1.0,0.538,0.7,0.438,0.538,0.483,0.5,0.462,0.48,0.818,0.692,0.75
SEIR015_sl1000_mr05_nv10_19,0.571,0.5,0.533,1.0,0.812,0.897,0.757,0.875,0.812,0.794,0.844,0.818,1.0,0.938,0.968
SEIR01_sl1000_mr0125_nv10_18,0.921,0.778,0.843,0.907,0.867,0.886,0.851,0.889,0.87,0.87,0.889,0.879,0.951,0.867,0.907
SEIR01_sl1000_mr025_nv20_9,1.0,0.917,0.957,1.0,0.917,0.957,0.917,0.917,0.917,1.0,0.917,0.957,1.0,0.917,0.957
SEIR01_sl250_mr025_nv10_12,0.778,0.651,0.709,0.939,0.721,0.816,0.792,0.884,0.835,0.825,0.767,0.795,1.0,0.837,0.911
SIR003_sl500_mr05_nv10_17,0.833,0.5,0.625,0.875,0.7,0.778,0.636,0.7,0.667,0.778,0.7,0.737,0.8,0.8,0.8
